Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State/Province,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
US-2024-163825,2024-06-16,2024-06-19,Unknown,LC-16885,Lena Creighton,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004922,Technology,Phones,134,2,0,24
US-2024-156734,2024-06-18,2024-06-20,First Class,BV-11245,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,37167,South,FUR-CH-10002965,Furniture,Chairs,643,4,0,56
US-2024-133242,2024-06-18,2024-06-24,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,FUR-FU-10003464,Furniture,Furnishings,54,3,0,8
US-2024-122287,2024-06-18,2024-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,FUR-FU-10004973,Furniture,Furnishings,75,5,0,21
US-2024-154200,2024-06-18,2024-06-22,Standard Class,BG-11740,Bruce Geld,Consumer,United States,San Diego,California,92105,West,OFF-AR-10001044,Office Supplies,Art,52,2,0,7
US-2024-147011,2024-06-18,2024-06-22,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Miami,Florida,33178,South,OFF-AR-10002399,Office Supplies,Art,14,3,0,4
US-2024-156734,2024-06-18,2024-06-20,First Class,BV-11245,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-BI-10002982,Office Supplies,Binders,6,3,1,-4
US-2024-122287,2024-06-18,2024-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10003707,Office Supplies,Binders,9,2,1,-6
US-2024-133242,2024-06-18,2024-06-24,Unknown,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10004002,Office Supplies,Binders,35,2,0,17
US-2024-122287,2024-06-18,2024-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-BI-10004656,Office Supplies,Binders,5,7,1,-3
US-2024-133242,2024-06-18,2024-06-24,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-BI-10004826,Office Supplies,Binders,33,2,0,16
US-2024-122287,2024-06-18,2024-06-23,Standard Class,SN-20560,Skye Norling,Home Office,United States,Peoria,Arizona,85345,West,OFF-PA-10001661,Office Supplies,Paper,12,3,0,4
US-2024-156734,2024-06-18,2024-06-20,First Class,BV-11245,Benjamin Venier,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-PA-10001937,Office Supplies,Paper,21,4,0,7
US-2024-133242,2024-06-18,2024-06-24,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,OFF-ST-10003716,Office Supplies,Storage,450,2,0,59
US-2024-133242,2024-06-18,2024-06-24,Standard Class,KH-16510,Keith Herrera,Consumer,United States,Arlington,Virginia,22204,South,TEC-PH-10002496,Technology,Phones,468,3,0,140
US-2024-121965,2024-06-19,2024-06-23,Unknown,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10000732,Furniture,Furnishings,13,2,0,4
US-2024-144302,2024-06-19,2024-06-23,Unknown,ME-17320,Maria Etezadi,Home Office,United States,Dallas,Texas,75081,Central,OFF-BI-10001107,Office Supplies,Binders,6,2,1,-10
US-2024-121965,2024-06-19,2024-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,OFF-EN-10000056,Office Supplies,Envelopes,187,3,0,88
US-2024-111864,2024-06-19,2024-06-19,Same Day,PP-18955,Paul Prost,Home Office,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10004677,Office Supplies,Labels,6,2,0,2
US-2024-121965,2024-06-19,2024-06-23,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004355,Office Supplies,Paper,54,1,0,3
US-2024-163734,2024-06-19,2024-06-24,Standard Class,KM-16375,Katherine Murray,Home Office,United States,Houston,Texas,77070,Central,OFF-ST-10003692,Office Supplies,Storage,229,5,0,14
US-2024-140144,2024-06-20,2024-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,FUR-FU-10002253,Furniture,Furnishings,258,6,0,100
US-2024-158351,2024-06-20,2024-06-24,Second Class,BC-11125,Becky Castell,Home Office,United States,Philadelphia,Pennsylvania,19134,East,TEC-AC-10001838,Technology,Accessories,320,2,0,92
US-2024-136427,2024-06-20,2024-06-23,First Class,JM-16195,Justin MacKendrick,Consumer,United States,Aurora,Colorado,80013,West,TEC-PH-10002070,Technology,Phones,126,7,0,16
US-2024-140144,2024-06-20,2024-06-25,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,TEC-PH-10002726,Technology,Phones,126,3,0,47
US-2024-123330,2024-06-21,2024-06-27,Standard Class,EP-13915,Emily Phan,Consumer,United States,Deltona,Florida,32725,South,TEC-PH-10001819,Technology,Phones,108,3,0,38
US-2024-124975,2024-06-22,2024-06-25,First Class,MG-17875,Michael Grace,Home Office,United States,Aurora,Illinois,60505,Central,FUR-TA-10002645,Furniture,Tables,796,7,0,-526
US-2024-153423,2024-06-22,2024-06-27,Unknown,SW-20455,Shaun Weien,Consumer,United States,Rochester,New York,14609,East,OFF-BI-10000545,Office Supplies,Binders,1218,2,0,457
US-2024-128167,2024-06-22,2024-06-26,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,5,4,0,2
US-2024-106187,2024-06-23,2024-06-29,Unknown,RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,FUR-FU-10000794,Furniture,Furnishings,27,3,0,9
US-2024-106187,2024-06-23,2024-06-29,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,OFF-BI-10004519,Office Supplies,Binders,166,1,0,75
US-2024-139164,2024-06-23,2024-06-28,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,90805,West,OFF-FA-10003059,Office Supplies,Fasteners,5,3,0,2
US-2024-106187,2024-06-23,2024-06-29,Standard Class,RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,TEC-AC-10001590,Technology,Accessories,75,3,0,18
US-2024-139164,2024-06-23,2024-06-28,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,90805,West,TEC-PH-10002468,Technology,Phones,218,2,0,19
US-2024-139164,2024-06-23,2024-06-28,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Long Beach,California,90805,West,TEC-PH-10003931,Technology,Phones,144,3,0,24
US-2024-122826,2024-06-23,2024-06-25,Unknown,RD-19480,Rick Duston,Consumer,United States,Olympia,Washington,98502,West,TEC-PH-10004830,Technology,Phones,202,4,0,23
US-2024-137750,2024-06-25,2024-06-30,Unknown,JF-15565,Jill Fjeld,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10001979,Furniture,Furnishings,205,5,0,57
US-2024-119690,2024-06-25,2024-06-28,First Class,MV-17485,Mark Van Huff,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10004587,Furniture,Furnishings,75,9,1,-21
US-2024-115945,2024-06-25,2024-07-01,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-AR-10004062,Office Supplies,Art,21,2,0,5
US-2024-119690,2024-06-25,2024-06-28,First Class,MV-17485,Mark Van Huff,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10000201,Office Supplies,Binders,1,3,1,-1
US-2024-115945,2024-06-25,2024-07-01,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004330,Office Supplies,Binders,89,3,0,28
US-2024-119690,2024-06-25,2024-06-28,First Class,MV-17485,Mark Van Huff,Consumer,United States,Houston,Texas,77041,Central,OFF-LA-10001613,Office Supplies,Labels,5,2,0,2
US-2024-119690,2024-06-25,2024-06-28,First Class,MV-17485,Mark Van Huff,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10001019,Office Supplies,Paper,48,3,0,16
US-2024-127110,2024-06-25,2024-07-01,Standard Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003309,Office Supplies,Paper,31,6,0,11
US-2024-115945,2024-06-25,2024-07-01,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90045,West,OFF-ST-10001963,Office Supplies,Storage,304,3,0,9
US-2024-127110,2024-06-25,2024-07-01,Standard Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10002554,Office Supplies,Storage,54,3,0,-18
US-2024-115938,2024-06-26,2024-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,FUR-CH-10003199,Furniture,Chairs,54,3,0,80
US-2024-115938,2024-06-26,2024-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001132,Office Supplies,Binders,43,8,0,21
US-2024-115938,2024-06-26,2024-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-BI-10001543,Office Supplies,Binders,54,4,0,69
US-2024-143882,2024-06-26,2024-06-30,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,Lakewood,Ohio,44107,East,OFF-PA-10004040,Office Supplies,Paper,54,9,0,7
US-2024-115938,2024-06-26,2024-06-30,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Richmond,Virginia,23223,South,OFF-ST-10001321,Office Supplies,Storage,15,1,0,4
US-2024-125395,2024-06-26,2024-06-29,Second Class,LA-16780,Laura Armstrong,Corporate,United States,Taylor,Michigan,48180,Central,TEC-AC-10004708,Technology,Accessories,42,2,0,9
US-2024-166583,2024-06-26,2024-06-30,Unknown,VD-21670,Valerie Dominguez,Consumer,United States,Houston,Texas,77070,Central,TEC-PH-10001578,Technology,Phones,972,3,0,109
US-2024-162950,2024-06-28,2024-07-03,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Troy,Ohio,45373,East,FUR-BO-10001918,Furniture,Bookcases,483,6,0,-377
US-2024-112144,2024-06-28,2024-07-02,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Gilbert,Arizona,85234,West,FUR-FU-10004306,Furniture,Furnishings,622,3,0,47
US-2024-103772,2024-06-28,2024-07-02,Standard Class,MP-17470,Mark Packer,Home Office,United States,Smyrna,Georgia,30080,South,OFF-AR-10000538,Office Supplies,Art,141,5,0,7
US-2024-103772,2024-06-28,2024-07-02,Standard Class,MP-17470,Mark Packer,Home Office,United States,Smyrna,Georgia,30080,South,OFF-BI-10002867,Office Supplies,Binders,120,2,0,55
US-2024-112144,2024-06-28,2024-07-02,Standard Class,CY-12745,Craig Yedwab,Corporate,United States,Gilbert,Arizona,85234,West,OFF-LA-10000443,Office Supplies,Labels,6,2,0,-30
US-2024-162950,2024-06-28,2024-07-03,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Troy,Ohio,45373,East,OFF-PA-10003177,Office Supplies,Paper,16,3,0,5
US-2024-165799,2024-06-29,2024-07-02,First Class,SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10024,East,FUR-CH-10001482,Furniture,Chairs,118,1,0,1
US-2024-128860,2024-06-29,2024-07-05,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Lancaster,Pennsylvania,17602,East,FUR-FU-10001473,Furniture,Furnishings,20,1,0,2
US-2024-141684,2024-06-29,2024-07-04,Standard Class,MM-18055,Michelle Moray,Consumer,United States,New York City,New York,10011,East,OFF-PA-10002870,Office Supplies,Paper,54,4,0,7
US-2024-100069,2024-06-29,2024-07-03,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Omaha,Nebraska,68104,Central,TEC-PH-10004667,Technology,Phones,270,2,0,73
US-2024-157322,2024-07-02,2024-07-06,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188,Central,FUR-CH-10003774,Furniture,Chairs,382,6,0,-93
US-2024-157322,2024-07-02,2024-07-06,Unknown,RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188,Central,FUR-CH-10004086,Furniture,Chairs,54,2,0,-6
US-2024-140718,2024-07-02,2024-07-04,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,FUR-FU-10000076,Furniture,Furnishings,54,3,0,46
US-2024-120397,2024-02-07,2024-07-02,Same Day,RB-19435,Richard Bierner,Consumer,United States,Houston,Texas,77070,Central,OFF-AP-10001293,Office Supplies,Appliances,33,4,1,-85
US-2024-140718,2024-02-07,2024-07-04,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-BI-10004728,Office Supplies,Binders,3,2,1,-14
US-2024-111703,2024-07-02,2024-07-09,Standard Class,KB-16315,Karl Braun,Consumer,United States,Hollywood,Florida,33021,South,OFF-PA-10000349,Office Supplies,Paper,12,3,0,4
US-2024-157322,2024-07-02,2024-07-06,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188,Central,OFF-PA-10000659,Office Supplies,Paper,11,2,0,4
US-2024-140718,2024-07-02,2024-07-04,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,OFF-PA-10002250,Office Supplies,Paper,9,2,0,3
US-2024-111703,2024-07-02,2024-07-09,Standard Class,KB-16315,Karl Braun,Consumer,United States,Hollywood,Florida,33021,South,OFF-PA-10003349,Office Supplies,Paper,16,3,0,6
US-2024-150196,2024-07-02,2024-07-03,First Class,SR-20740,Steven Roelle,Home Office,United States,New York City,New York,10024,East,OFF-PA-10003797,Office Supplies,Paper,54,3,0,9
US-2024-157322,2024-07-02,2024-07-06,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188,Central,OFF-ST-10003208,Office Supplies,Storage,436,3,0,49
US-2024-157322,2024-07-02,2024-07-06,Standard Class,RH-19600,Rob Haberlin,Consumer,United States,Carol Stream,Illinois,60188,Central,OFF-ST-10004507,Office Supplies,Storage,69,5,0,6
US-2024-140718,2024-02-07,2024-07-04,First Class,FA-14230,Frank Atkinson,Corporate,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003505,Technology,Phones,74,1,0,8
US-2024-128139,2024-07-03,2024-07-09,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,Chairs,71,1,0,5
US-2024-153500,2024-07-03,2024-07-05,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000293,Furniture,Furnishings,168,2,0,-29
US-2024-153500,2024-07-03,2024-07-05,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004460,Furniture,Furnishings,283,9,0,57
US-2024-128139,2024-03-07,2024-07-09,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-LA-10003930,Office Supplies,Labels,295,3,0,7
US-2024-153500,2024-07-03,2024-07-05,Unknown,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001307,Office Supplies,Paper,7,3,0,2
US-2024-124268,2024-07-04,2024-07-08,Standard Class,AD-10180,Alan Dominguez,Home Office,United States,New York City,New York,10035,East,OFF-AR-10004817,Office Supplies,Art,15,3,0,4
US-2024-152513,2024-07-04,2024-07-08,Second Class,JP-16135,Julie Prescott,Home Office,United States,San Diego,California,92024,West,OFF-BI-10002706,Office Supplies,Binders,23,2,0,7
US-2024-154956,2024-07-04,2024-07-09,Unknown,IM-15070,Irene Maddox,Consumer,United States,Milwaukee,Wisconsin,53209,Central,TEC-PH-10004165,Technology,Phones,1100,4,0,286
US-2024-116750,2024-07-05,2024-07-10,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,5,2,0,1
US-2024-158911,2024-07-05,2024-07-11,Standard Class,RS-19765,Roland Schwarz,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-FU-10003829,Furniture,Furnishings,5,2,0,1
US-2024-130610,2024-07-05,2024-07-10,Unknown,VP-21730,Victor Preis,Home Office,United States,Sterling Heights,Michigan,48310,Central,OFF-BI-10003655,Office Supplies,Binders,19,5,0,9
US-2024-116750,2024-07-05,2024-07-10,Unknown,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,OFF-BI-10004728,Office Supplies,Binders,7,5,1,-6
US-2024-158911,2024-07-05,2024-07-11,Unknown,RS-19765,Roland Schwarz,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10003223,Office Supplies,Labels,12,3,0,4
US-2024-164336,2024-05-07,2024-07-10,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001558,Office Supplies,Storage,39,3,0,-2
US-2024-164336,2024-05-07,2024-07-10,Standard Class,MW-18220,Mitch Webber,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002345,Technology,Accessories,35,3,0,2
US-2024-146087,2024-07-06,2024-07-11,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,Massachusetts,1040,East,FUR-BO-10002824,Furniture,Bookcases,302,2,0,8
US-2024-161627,2024-07-06,2024-07-11,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Pasadena,California,91104,West,FUR-CH-10003968,Furniture,Chairs,170,3,0,-17
US-2024-108665,2024-07-06,2024-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000965,Furniture,Furnishings,156,3,0,64
US-2024-108665,2024-07-06,2024-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,FUR-FU-10002191,Furniture,Furnishings,14,2,0,7
US-2024-116260,2024-07-06,2024-07-12,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Vineland,New Jersey,8360,East,OFF-AR-10003732,Office Supplies,Art,11,4,0,3
US-2024-108665,2024-07-06,2024-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,Storage,602,5,0,156
US-2024-108665,2024-07-06,2024-07-10,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,TEC-PH-10004188,Technology,Phones,54,5,0,2
US-2024-129392,2024-07-08,2024-07-08,Same Day,DM-13015,Darrin Martin,Consumer,United States,Houston,Texas,77070,Central,OFF-PA-10004248,Office Supplies,Paper,21,5,0,7
US-2024-132626,2024-07-09,2024-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,FUR-FU-10002918,Furniture,Furnishings,182,2,0,20
US-2024-123456,2024-09-07,2024-07-13,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Dallas,Texas,75220,Central,OFF-AP-10002684,Office Supplies,Appliances,49,2,1,-122
US-2024-153626,2024-07-09,2024-07-14,Unknown,EB-13870,Emily Burns,Consumer,United States,Nashville,Tennessee,37211,South,OFF-AR-10000657,Office Supplies,Art,5,3,0,1
US-2024-132626,2024-07-09,2024-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-AR-10002987,Office Supplies,Art,79,4,0,33
US-2024-111094,2024-07-09,2024-07-13,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-BI-10001597,Office Supplies,Binders,123,3,0,59
US-2024-132626,2024-07-09,2024-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10001634,Office Supplies,Binders,44,6,0,21
US-2024-132626,2024-07-09,2024-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10002854,Office Supplies,Binders,84,3,0,42
US-2024-132626,2024-07-09,2024-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10004001,Office Supplies,Binders,153,9,0,71
US-2024-132626,2024-07-09,2024-07-14,Unknown,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-FA-10002763,Office Supplies,Fasteners,16,4,0,7
US-2024-132626,2024-07-09,2024-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-LA-10000476,Office Supplies,Labels,12,3,0,6
US-2024-111094,2024-07-09,2024-07-13,Standard Class,CB-12535,Claudia Bergmann,Corporate,United States,Franklin,Massachusetts,2038,East,OFF-PA-10001609,Office Supplies,Paper,7,2,0,3
US-2024-132626,2024-09-07,2024-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-ST-10003722,Office Supplies,Storage,54,7,0,28
US-2024-132626,2024-07-09,2024-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,TEC-MA-10002428,Technology,Machines,54,3,0,209
US-2024-135314,2024-07-09,2024-07-14,Second Class,MC-17575,Matt Collins,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003072,Technology,Phones,270,3,0,40
US-2024-149384,2024-07-10,2024-07-10,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West,OFF-BI-10003196,Office Supplies,Binders,54,3,1,-2
US-2024-107020,2024-10-07,2024-07-14,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,San Bernardino,California,92404,West,OFF-BI-10003719,Office Supplies,Binders,40,2,0,13
US-2024-142237,2024-07-11,2024-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-CH-10003833,Furniture,Chairs,341,640,0,-73
US-2024-142237,2024-07-11,2024-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10003142,Furniture,Furnishings,25,6,0,3
US-2024-142237,2024-07-11,2024-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004848,Furniture,Furnishings,290,7,0,36
US-2024-136469,2024-07-11,2024-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,FUR-TA-10001520,Furniture,Tables,54,4,0,-37
US-2024-142237,2024-07-11,2024-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10003732,Office Supplies,Art,11,5,0,1
US-2024-142419,2024-07-11,2024-07-13,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10001597,Office Supplies,Binders,98,3,0,-492
US-2024-142237,2024-07-11,2024-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10003669,Office Supplies,Binders,54,4,1,-5
US-2024-142237,2024-07-11,2024-07-13,First Class,CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004022,Office Supplies,Binders,3,3,1,-2
US-2024-136469,2024-07-11,2024-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,OFF-BI-10004492,Office Supplies,Binders,221,7,0,104
US-2024-142419,2024-07-11,2024-07-13,Second Class,SC-20380,Shahid Collister,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10001763,Office Supplies,Paper,30,3,0,13
US-2024-136469,2024-07-11,2024-07-12,First Class,TS-21370,Todd Sumrall,Corporate,United States,Wilmington,Delaware,19805,East,TEC-PH-10001817,Technology,Phones,716,2,0,24
US-2024-126557,2024-07-12,2024-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,FUR-CH-10004477,Furniture,Chairs,384,9,0,-5
US-2024-126557,2024-07-12,2024-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001861,Furniture,Furnishings,8,1,1,-2
US-2024-126557,2024-07-12,2024-07-17,Unknown,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10003190,Office Supplies,Art,54,3,0,1
US-2024-126557,2024-12-07,2024-07-17,Unknown,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10003314,Office Supplies,Binders,2,2,1,-3
US-2024-126557,2024-07-12,2024-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000526,Technology,Phones,54,7,0,54
US-2024-112711,2024-07-12,2024-07-18,Standard Class,FM-14380,Fred McMath,Consumer,United States,Amarillo,Texas,79109,Central,TEC-PH-10000526,Technology,Phones,307,4,0,31
US-2024-126557,2024-07-12,2024-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10003505,Technology,Phones,148,2,0,17
US-2024-126557,2024-07-12,2024-07-17,Second Class,RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10003963,Technology,Phones,659,4,0,24
US-2024-114069,2024-07-13,2024-07-15,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,FUR-CH-10000595,Furniture,Chairs,1931,9,0,322
US-2024-114069,2024-07-13,2024-07-15,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-BI-10000320,Office Supplies,Binders,54,2,0,4
US-2024-107349,2024-07-13,2024-07-15,Unknown,SL-20155,Sara Luxemburg,Home Office,United States,Houston,Texas,77095,Central,OFF-BI-10001765,Office Supplies,Binders,42,6,1,-67
US-2024-140851,2024-07-13,2024-07-15,Second Class,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,OFF-PA-10000019,Office Supplies,Paper,39,3,0,7
US-2024-114069,2024-07-13,2024-07-15,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,10,2,6,5
US-2024-143364,2024-07-14,2024-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,FUR-BO-10001608,Furniture,Bookcases,128,6,1,-192
US-2024-143364,2024-07-14,2024-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,FUR-CH-10004287,Furniture,Chairs,442,2,0,50
US-2024-143364,2024-07-14,2024-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10001846,Office Supplies,Paper,54,4,0,7
US-2024-143364,2024-07-14,2024-07-19,Second Class,TG-21310,Toby Gnade,Consumer,United States,Mesa,Arizona,85204,West,OFF-ST-10002743,Office Supplies,Storage,273,3,0,-65
US-2024-113404,2024-07-16,2024-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10003312,Furniture,Chairs,1349,6,0,-219
US-2024-113404,2024-07-16,2024-07-16,Same Day,EM-13810,Eleni McCrary,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10004086,Furniture,Chairs,700,240,0,79
US-2024-146948,2024-07-16,2024-07-20,Unknown,MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215,East,FUR-CH-10004853,Furniture,Chairs,151,1,0,44
